"","Dataset","Subject","Activity","Measurement","Value"
"9433","train","16","SITTING","tBodyAccJerkMag-mean",-0.987472699130435
"9434","train","16","SITTING","tBodyAccJerkMag-std",-0.983615334057971
"9435","train","16","SITTING","tBodyAccMag-mean",-0.961879680724638
"9436","train","16","SITTING","tBodyAccMag-std",-0.941051236086957
"9437","train","16","SITTING","tBodyGyro-mean-X",-0.0412014042275362
"9438","train","16","SITTING","tBodyGyro-mean-Y",-0.0574525433043478
"9439","train","16","SITTING","tBodyGyro-mean-Z",0.0795736310463768
"9440","train","16","SITTING","tBodyGyro-std-X",-0.981037373333333
"9441","train","16","SITTING","tBodyGyro-std-Y",-0.958336595507246
"9442","train","16","SITTING","tBodyGyro-std-Z",-0.960287831304348
"9443","train","16","SITTING","tBodyGyroJerk-mean-X",-0.0957204520289855
"9444","train","16","SITTING","tBodyGyroJerk-mean-Y",-0.0450369280637681
"9445","train","16","SITTING","tBodyGyroJerk-mean-Z",-0.0588371273536232
"9446","train","16","SITTING","tBodyGyroJerk-std-X",-0.98958327942029
"9447","train","16","SITTING","tBodyGyroJerk-std-Y",-0.990621793333333
"9448","train","16","SITTING","tBodyGyroJerk-std-Z",-0.988364321449275
"9449","train","16","SITTING","tBodyGyroJerkMag-mean",-0.992444606231884
"9450","train","16","SITTING","tBodyGyroJerkMag-std",-0.988261252608696
"9451","train","16","SITTING","tBodyGyroMag-mean",-0.946417382463768
"9452","train","16","SITTING","tBodyGyroMag-std",-0.937942404637681
"9453","train","16","SITTING","tGravityAcc-mean-X",0.942457377971014
"9454","train","16","SITTING","tGravityAcc-mean-Y",-0.086588253942029
"9455","train","16","SITTING","tGravityAcc-mean-Z",0.0892682200463768
"9456","train","16","SITTING","tGravityAcc-std-X",-0.980158243333333
"9457","train","16","SITTING","tGravityAcc-std-Y",-0.968023206956522
"9458","train","16","SITTING","tGravityAcc-std-Z",-0.945813561478261
"9459","train","16","SITTING","tGravityAccMag-mean",-0.961879680724638
"9460","train","16","SITTING","tGravityAccMag-std",-0.941051236086957
"9461","train","16","STANDING","a(tBodyAccJerkMean),gravityMean)",0.0410077142538462
"9462","train","16","STANDING","a(tBodyAccMean,gravity)",0.00591798000538462
"9463","train","16","STANDING","a(tBodyGyroJerkMean,gravityMean)",-0.00384551201153846
"9464","train","16","STANDING","a(tBodyGyroMean,gravityMean)",0.0368086385512821
"9465","train","16","STANDING","a(X,gravityMean)",-0.788613521153846
"9466","train","16","STANDING","a(Y,gravityMean)",0.123302384871795
"9467","train","16","STANDING","a(Z,gravityMean)",0.138687314961538
"9468","train","16","STANDING","fBodyAcc-mean-X",-0.989427670897436
"9469","train","16","STANDING","fBodyAcc-mean-X.1",-0.0162371376025641
"9470","train","16","STANDING","fBodyAcc-mean-Y",-0.96931401525641
"9471","train","16","STANDING","fBodyAcc-mean-Y.1",0.0673569419466667
"9472","train","16","STANDING","fBodyAcc-mean-Z",-0.969999504230769
"9473","train","16","STANDING","fBodyAcc-mean-Z.1",0.0525158714
"9474","train","16","STANDING","fBodyAcc-std-X",-0.989100620641026
"9475","train","16","STANDING","fBodyAcc-std-Y",-0.958174310128205
"9476","train","16","STANDING","fBodyAcc-std-Z",-0.948540267051282
"9477","train","16","STANDING","fBodyAccJerk-mean-X",-0.991038638974359
"9478","train","16","STANDING","fBodyAccJerk-mean-X.1",0.267452462051282
"9479","train","16","STANDING","fBodyAccJerk-mean-Y",-0.982425403974359
"9480","train","16","STANDING","fBodyAccJerk-mean-Y.1",-0.0110757034462821
"9481","train","16","STANDING","fBodyAccJerk-mean-Z",-0.986091891538462
"9482","train","16","STANDING","fBodyAccJerk-mean-Z.1",-0.00527777880897436
"9483","train","16","STANDING","fBodyAccJerk-std-X",-0.991847149615385
"9484","train","16","STANDING","fBodyAccJerk-std-Y",-0.984236462179487
"9485","train","16","STANDING","fBodyAccJerk-std-Z",-0.98865796025641
"9486","train","16","STANDING","fBodyAccJerkMag-mean",-0.986502687948718
"9487","train","16","STANDING","fBodyAccJerkMag-mean.1",0.344673907153846
"9488","train","16","STANDING","fBodyAccJerkMag-std",-0.985912716923077
"9489","train","16","STANDING","fBodyAccMag-mean",-0.971082558076923
"9490","train","16","STANDING","fBodyAccMag-mean.1",0.0924921398371795
"9491","train","16","STANDING","fBodyAccMag-std",-0.957173571923077
"9492","train","16","STANDING","fBodyGyro-mean-X",-0.973157351666667
"9493","train","16","STANDING","fBodyGyro-mean-X.1",-0.117570139566667
"9494","train","16","STANDING","fBodyGyro-mean-Y",-0.983594244615385
"9495","train","16","STANDING","fBodyGyro-mean-Y.1",-0.180188922417949
"9496","train","16","STANDING","fBodyGyro-mean-Z",-0.98363927
"9497","train","16","STANDING","fBodyGyro-mean-Z.1",0.00791532346153846
"9498","train","16","STANDING","fBodyGyro-std-X",-0.973926885
"9499","train","16","STANDING","fBodyGyro-std-Y",-0.978402418717949
"9500","train","16","STANDING","fBodyGyro-std-Z",-0.983527402051282
"9501","train","16","STANDING","fBodyGyroJerkMag-mean",-0.99117243
"9502","train","16","STANDING","fBodyGyroJerkMag-mean.1",0.211078134223077
"9503","train","16","STANDING","fBodyGyroJerkMag-std",-0.990672800769231
"9504","train","16","STANDING","fBodyGyroMag-mean",-0.975448632179487
"9505","train","16","STANDING","fBodyGyroMag-mean.1",-0.0835937870487179
"9506","train","16","STANDING","fBodyGyroMag-std",-0.963574736025641
"9507","train","16","STANDING","tBodyAcc-mean-X",0.283497402948718
"9508","train","16","STANDING","tBodyAcc-mean-Y",-0.0165999672935897
"9509","train","16","STANDING","tBodyAcc-mean-Z",-0.103657729076923
"9510","train","16","STANDING","tBodyAcc-std-X",-0.989076811794872
"9511","train","16","STANDING","tBodyAcc-std-Y",-0.960298267692308
"9512","train","16","STANDING","tBodyAcc-std-Z",-0.953468961666667
"9513","train","16","STANDING","tBodyAccJerk-mean-X",0.0736438905641026
"9514","train","16","STANDING","tBodyAccJerk-mean-Y",0.0120767950358846
"9515","train","16","STANDING","tBodyAccJerk-mean-Z",-0.00476310557910256
"9516","train","16","STANDING","tBodyAccJerk-std-X",-0.991026497435897
"9517","train","16","STANDING","tBodyAccJerk-std-Y",-0.98262195474359
"9518","train","16","STANDING","tBodyAccJerk-std-Z",-0.988073825641026
"9519","train","16","STANDING","tBodyAccJerkMag-mean",-0.989205231794872
"9520","train","16","STANDING","tBodyAccJerkMag-std",-0.986761550641026
"9521","train","16","STANDING","tBodyAccMag-mean",-0.969948825128205
"9522","train","16","STANDING","tBodyAccMag-std",-0.95729449448718
"9523","train","16","STANDING","tBodyGyro-mean-X",-0.0299337294166667
"9524","train","16","STANDING","tBodyGyro-mean-Y",-0.068667733
"9525","train","16","STANDING","tBodyGyro-mean-Z",0.0867342708846154
"9526","train","16","STANDING","tBodyGyro-std-X",-0.973400107564103
"9527","train","16","STANDING","tBodyGyro-std-Y",-0.980110277307692
"9528","train","16","STANDING","tBodyGyro-std-Z",-0.982357006410256
"9529","train","16","STANDING","tBodyGyroJerk-mean-X",-0.100107332602564
"9530","train","16","STANDING","tBodyGyroJerk-mean-Y",-0.0424982241410256
"9531","train","16","STANDING","tBodyGyroJerk-mean-Z",-0.0544335294410256
"9532","train","16","STANDING","tBodyGyroJerk-std-X",-0.987102322692308
"9533","train","16","STANDING","tBodyGyroJerk-std-Y",-0.992589441153846
"9534","train","16","STANDING","tBodyGyroJerk-std-Z",-0.992698522948718
"9535","train","16","STANDING","tBodyGyroJerkMag-mean",-0.992848576025641
"9536","train","16","STANDING","tBodyGyroJerkMag-std",-0.990809427435897
"9537","train","16","STANDING","tBodyGyroMag-mean",-0.972528178205128
"9538","train","16","STANDING","tBodyGyroMag-std",-0.964105768461539
"9539","train","16","STANDING","tGravityAcc-mean-X",0.941587749358974
"9540","train","16","STANDING","tGravityAcc-mean-Y",-0.0578867045
"9541","train","16","STANDING","tGravityAcc-mean-Z",-0.166737468166667
"9542","train","16","STANDING","tGravityAcc-std-X",-0.985359689871795
"9543","train","16","STANDING","tGravityAcc-std-Y",-0.980552435769231
"9544","train","16","STANDING","tGravityAcc-std-Z",-0.959562830769231
"9545","train","16","STANDING","tGravityAccMag-mean",-0.969948825128205
"9546","train","16","STANDING","tGravityAccMag-std",-0.95729449448718
"9547","train","16","WALKING","a(tBodyAccJerkMean),gravityMean)",0.0100011474509804
"9548","train","16","WALKING","a(tBodyAccMean,gravity)",0.014808426
"9549","train","16","WALKING","a(tBodyGyroJerkMean,gravityMean)",0.0878579411176471
"9550","train","16","WALKING","a(tBodyGyroMean,gravityMean)",-0.109617479829412
"9551","train","16","WALKING","a(X,gravityMean)",-0.734720621176471
"9552","train","16","WALKING","a(Y,gravityMean)",0.129418360588235
"9553","train","16","WALKING","a(Z,gravityMean)",0.174356318431373
"9554","train","16","WALKING","fBodyAcc-mean-X",-0.394790433529412
"9555","train","16","WALKING","fBodyAcc-mean-X.1",-0.350681958176471
"9556","train","16","WALKING","fBodyAcc-mean-Y",-0.321500667843137
"9557","train","16","WALKING","fBodyAcc-mean-Y.1",-0.0270392028607843
"9558","train","16","WALKING","fBodyAcc-mean-Z",-0.244363048235294
"9559","train","16","WALKING","fBodyAcc-mean-Z.1",0.0309811083103922
"9560","train","16","WALKING","fBodyAcc-std-X",-0.409070488039216
"9561","train","16","WALKING","fBodyAcc-std-Y",-0.354370678627451
"9562","train","16","WALKING","fBodyAcc-std-Z",-0.180501317941176
"9563","train","16","WALKING","fBodyAccJerk-mean-X",-0.44140618254902
"9564","train","16","WALKING","fBodyAccJerk-mean-X.1",-0.330912145882353
"9565","train","16","WALKING","fBodyAccJerk-mean-Y",-0.454270822156863
"9566","train","16","WALKING","fBodyAccJerk-mean-Y.1",-0.396511933696078
"9567","train","16","WALKING","fBodyAccJerk-mean-Z",-0.422332394117647
"9568","train","16","WALKING","fBodyAccJerk-mean-Z.1",-0.453928997882353
"9569","train","16","WALKING","fBodyAccJerk-std-X",-0.402884115098039
"9570","train","16","WALKING","fBodyAccJerk-std-Y",-0.433612657843137
"9571","train","16","WALKING","fBodyAccJerk-std-Z",-0.45663628254902
"9572","train","16","WALKING","fBodyAccJerkMag-mean",-0.378278490588235
"9573","train","16","WALKING","fBodyAccJerkMag-mean.1",0.0921999142870588
"9574","train","16","WALKING","fBodyAccJerkMag-std",-0.441447754509804
"9575","train","16","WALKING","fBodyAccMag-mean",-0.410463241960784
"9576","train","16","WALKING","fBodyAccMag-mean.1",0.175600477686275
"9577","train","16","WALKING","fBodyAccMag-std",-0.592150985098039
"9578","train","16","WALKING","fBodyGyro-mean-X",-0.59574648627451
"9579","train","16","WALKING","fBodyGyro-mean-X.1",-0.184031594529412
"9580","train","16","WALKING","fBodyGyro-mean-Y",-0.619731930392157
"9581","train","16","WALKING","fBodyGyro-mean-Y.1",-0.0870475841176471
"9582","train","16","WALKING","fBodyGyro-mean-Z",-0.432885310980392
"9583","train","16","WALKING","fBodyGyro-mean-Z.1",-0.285078729888235
"9584","train","16","WALKING","fBodyGyro-std-X",-0.673741136862745
"9585","train","16","WALKING","fBodyGyro-std-Y",-0.61194087745098
"9586","train","16","WALKING","fBodyGyro-std-Z",-0.403219791372549
"9587","train","16","WALKING","fBodyGyroJerkMag-mean",-0.72068229
"9588","train","16","WALKING","fBodyGyroJerkMag-mean.1",0.1076755658
"9589","train","16","WALKING","fBodyGyroJerkMag-std",-0.745726853921569
"9590","train","16","WALKING","fBodyGyroMag-mean",-0.669228540784314
"9591","train","16","WALKING","fBodyGyroMag-mean.1",0.179727428509804
"9592","train","16","WALKING","fBodyGyroMag-std",-0.721137001568627
"9593","train","16","WALKING","tBodyAcc-mean-X",0.276023564509804
"9594","train","16","WALKING","tBodyAcc-mean-Y",-0.0204286929452941
"9595","train","16","WALKING","tBodyAcc-mean-Z",-0.108804049803922
"9596","train","16","WALKING","tBodyAcc-std-X",-0.404692523921569
"9597","train","16","WALKING","tBodyAcc-std-Y",-0.314569762352941
"9598","train","16","WALKING","tBodyAcc-std-Z",-0.159799790235294
"9599","train","16","WALKING","tBodyAccJerk-mean-X",0.0770223771764706
"9600","train","16","WALKING","tBodyAccJerk-mean-Y",0.00968444678235294
"9601","train","16","WALKING","tBodyAccJerk-mean-Z",0.00360803282352941
"9602","train","16","WALKING","tBodyAccJerk-std-X",-0.396223738431373
"9603","train","16","WALKING","tBodyAccJerk-std-Y",-0.425563858627451
"9604","train","16","WALKING","tBodyAccJerk-std-Z",-0.44025821745098
"9605","train","16","WALKING","tBodyAccJerkMag-mean",-0.363144483529412
"9606","train","16","WALKING","tBodyAccJerkMag-std",-0.403386563921569
"9607","train","16","WALKING","tBodyAccMag-mean",-0.258766694117647
"9608","train","16","WALKING","tBodyAccMag-std",-0.47180926745098
"9609","train","16","WALKING","tBodyGyro-mean-X",-0.0151721912792157
"9610","train","16","WALKING","tBodyGyro-mean-Y",-0.0695955689607843
"9611","train","16","WALKING","tBodyGyro-mean-Z",0.0818650735686274
"9612","train","16","WALKING","tBodyGyro-std-X",-0.654171847058823
"9613","train","16","WALKING","tBodyGyro-std-Y",-0.612593634117647
"9614","train","16","WALKING","tBodyGyro-std-Z",-0.365489530588235
"9615","train","16","WALKING","tBodyGyroJerk-mean-X",-0.110917348282353
"9616","train","16","WALKING","tBodyGyroJerk-mean-Y",-0.0433876843176471
"9617","train","16","WALKING","tBodyGyroJerk-mean-Z",-0.0532986670705882
"9618","train","16","WALKING","tBodyGyroJerk-std-X",-0.675889722745098
"9619","train","16","WALKING","tBodyGyroJerk-std-Y",-0.712237752941177
"9620","train","16","WALKING","tBodyGyroJerk-std-Z",-0.571264779411765
"9621","train","16","WALKING","tBodyGyroJerkMag-mean",-0.671541834117647
"9622","train","16","WALKING","tBodyGyroJerkMag-std",-0.722808438431373
"9623","train","16","WALKING","tBodyGyroMag-mean",-0.485931932745098
"9624","train","16","WALKING","tBodyGyroMag-std",-0.665078404313725
"9625","train","16","WALKING","tGravityAcc-mean-X",0.925981326078431
"9626","train","16","WALKING","tGravityAcc-mean-Y",-0.0668246472745098
"9627","train","16","WALKING","tGravityAcc-mean-Z",-0.217351194313725
"9628","train","16","WALKING","tGravityAcc-std-X",-0.982469595490196
"9629","train","16","WALKING","tGravityAcc-std-Y",-0.973784841960784
"9630","train","16","WALKING","tGravityAcc-std-Z",-0.961387254313726
"9631","train","16","WALKING","tGravityAccMag-mean",-0.258766694117647
"9632","train","16","WALKING","tGravityAccMag-std",-0.47180926745098
"9633","train","16","WALKING_DOWNSTAIRS","a(tBodyAccJerkMean),gravityMean)",-0.0449862704468085
"9634","train","16","WALKING_DOWNSTAIRS","a(tBodyAccMean,gravity)",-0.163042575021277
"9635","train","16","WALKING_DOWNSTAIRS","a(tBodyGyroJerkMean,gravityMean)",-0.0557949436914894
"9636","train","16","WALKING_DOWNSTAIRS","a(tBodyGyroMean,gravityMean)",0.12649939587234
"9637","train","16","WALKING_DOWNSTAIRS","a(X,gravityMean)",-0.731151421702128
"9638","train","16","WALKING_DOWNSTAIRS","a(Y,gravityMean)",0.123723224093617
"9639","train","16","WALKING_DOWNSTAIRS","a(Z,gravityMean)",0.180955706382979
"9640","train","16","WALKING_DOWNSTAIRS","fBodyAcc-mean-X",0.0368263528276596
"9641","train","16","WALKING_DOWNSTAIRS","fBodyAcc-mean-X.1",-0.447958436170213
"9642","train","16","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y",-0.134598352726809
"9643","train","16","WALKING_DOWNSTAIRS","fBodyAcc-mean-Y.1",-0.00264587983404255
"9644","train","16","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z",-0.04769426376
"9645","train","16","WALKING_DOWNSTAIRS","fBodyAcc-mean-Z.1",0.0352940709170213
"9646","train","16","WALKING_DOWNSTAIRS","fBodyAcc-std-X",0.266115492098298
"9647","train","16","WALKING_DOWNSTAIRS","fBodyAcc-std-Y",-0.208680587882979
"9648","train","16","WALKING_DOWNSTAIRS","fBodyAcc-std-Z",-0.0379716239787234
"9649","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X",-0.155444882765957
"9650","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-X.1",-0.368978400468085
"9651","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y",-0.289957855489362
"9652","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Y.1",-0.417064208808511
"9653","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z",-0.241974080021277
"9654","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean-Z.1",-0.376637686702128
"9655","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-std-X",-0.125682818093191
"9656","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Y",-0.281507406948936
"9657","train","16","WALKING_DOWNSTAIRS","fBodyAccJerk-std-Z",-0.36402669587234
"9658","train","16","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean",-0.0745659082223404
"9659","train","16","WALKING_DOWNSTAIRS","fBodyAccJerkMag-mean.1",-0.0148414437446808
"9660","train","16","WALKING_DOWNSTAIRS","fBodyAccJerkMag-std",-0.0919623368021277
"9661","train","16","WALKING_DOWNSTAIRS","fBodyAccMag-mean",0.114032088546809
"9662","train","16","WALKING_DOWNSTAIRS","fBodyAccMag-mean.1",0.0201391853085106
"9663","train","16","WALKING_DOWNSTAIRS","fBodyAccMag-std",-0.0534137179170213
"9664","train","16","WALKING_DOWNSTAIRS","fBodyGyro-mean-X",-0.420844008625532
"9665","train","16","WALKING_DOWNSTAIRS","fBodyGyro-mean-X.1",-0.282624940382979
"9666","train","16","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y",-0.479512983617021
"9667","train","16","WALKING_DOWNSTAIRS","fBodyGyro-mean-Y.1",0.0791059230361702
"9668","train","16","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z",-0.375000625531915
"9669","train","16","WALKING_DOWNSTAIRS","fBodyGyro-mean-Z.1",-0.121321578170213
"9670","train","16","WALKING_DOWNSTAIRS","fBodyGyro-std-X",-0.470373498510638
"9671","train","16","WALKING_DOWNSTAIRS","fBodyGyro-std-Y",-0.565214032765957
"9672","train","16","WALKING_DOWNSTAIRS","fBodyGyro-std-Z",-0.521100818723404
"9673","train","16","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean",-0.58966315
"9674","train","16","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-mean.1",0.102927876712766
"9675","train","16","WALKING_DOWNSTAIRS","fBodyGyroJerkMag-std",-0.633479804680851
"9676","train","16","WALKING_DOWNSTAIRS","fBodyGyroMag-mean",-0.488253939574468
"9677","train","16","WALKING_DOWNSTAIRS","fBodyGyroMag-mean.1",0.041547289106383
"9678","train","16","WALKING_DOWNSTAIRS","fBodyGyroMag-std",-0.479939845914894
"9679","train","16","WALKING_DOWNSTAIRS","tBodyAcc-mean-X",0.295586802191489
"9680","train","16","WALKING_DOWNSTAIRS","tBodyAcc-mean-Y",-0.0183898583787234
"9681","train","16","WALKING_DOWNSTAIRS","tBodyAcc-mean-Z",-0.119873705148936
"9682","train","16","WALKING_DOWNSTAIRS","tBodyAcc-std-X",0.207251997929787
"9683","train","16","WALKING_DOWNSTAIRS","tBodyAcc-std-Y",-0.146993837655319
"9684","train","16","WALKING_DOWNSTAIRS","tBodyAcc-std-Z",0.0114353944787234
"9685","train","16","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-X",0.0907857064255319
"9686","train","16","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Y",-0.0148114530276596
"9687","train","16","WALKING_DOWNSTAIRS","tBodyAccJerk-mean-Z",-0.029312256293617
"9688","train","16","WALKING_DOWNSTAIRS","tBodyAccJerk-std-X",-0.101186926595745
"9689","train","16","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Y",-0.261684752425532
"9690","train","16","WALKING_DOWNSTAIRS","tBodyAccJerk-std-Z",-0.303381582831915
"9691","train","16","WALKING_DOWNSTAIRS","tBodyAccJerkMag-mean",-0.165908810808511
"9692","train","16","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std",-0.0783498875595745
"9693","train","16","WALKING_DOWNSTAIRS","tBodyAccMag-mean",0.191079793587447
"9694","train","16","WALKING_DOWNSTAIRS","tBodyAccMag-std",0.119183740638298
"9695","train","16","WALKING_DOWNSTAIRS","tBodyGyro-mean-X",-0.0225373369978723
"9696","train","16","WALKING_DOWNSTAIRS","tBodyGyro-mean-Y",-0.068264792706383
"9697","train","16","WALKING_DOWNSTAIRS","tBodyGyro-mean-Z",0.0835380057
"9698","train","16","WALKING_DOWNSTAIRS","tBodyGyro-std-X",-0.45418847106383
